Market,Metric,Money,Currency_id,Quantity,Unit_id,Date,Continent,Sub Continent,Country,Organization/author
Natural Gas,Export Price,,,2.46,USD/Thousand Cubic Feet,4/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Export Price,,,1.7,USD/Thousand Cubic Feet,5/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Export Price,,,7.43,USD/Thousand Cubic Feet,6/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Export Price,,,7.72,USD/Thousand Cubic Feet,7/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Export Price,,,7.78,USD/Thousand Cubic Feet,8/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Export Price,,,2.46,USD/Thousand Cubic Feet,9/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Export Price,,,5.76,USD/Thousand Cubic Feet,10/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,7.29,USD/Thousand Cubic Feet,1/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,4.99,USD/Thousand Cubic Feet,2/28/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,6.71,USD/Thousand Cubic Feet,3/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,8.64,USD/Thousand Cubic Feet,4/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,8.13,USD/Thousand Cubic Feet,5/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,9.46,USD/Thousand Cubic Feet,6/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,7.69,USD/Thousand Cubic Feet,7/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,6.84,USD/Thousand Cubic Feet,8/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,4.71,USD/Thousand Cubic Feet,9/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Citygate Price,,,9.08,USD/Thousand Cubic Feet,10/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,3.91,USD/Thousand Cubic Feet,1/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,3.63,USD/Thousand Cubic Feet,2/28/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,4.78,USD/Thousand Cubic Feet,3/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,40.04,USD/Thousand Cubic Feet,4/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,13.65,USD/Thousand Cubic Feet,5/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,98.51,USD/Thousand Cubic Feet,6/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,37.92,USD/Thousand Cubic Feet,7/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,76.63,USD/Thousand Cubic Feet,8/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,98.32,USD/Thousand Cubic Feet,9/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Residential Price,,,37.26,USD/Thousand Cubic Feet,10/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,6.43,USD/Thousand Cubic Feet,1/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,8.82,USD/Thousand Cubic Feet,2/28/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,3.74,USD/Thousand Cubic Feet,3/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,6.63,USD/Thousand Cubic Feet,4/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,6.47,USD/Thousand Cubic Feet,5/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,4.57,USD/Thousand Cubic Feet,6/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,6.93,USD/Thousand Cubic Feet,7/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,9.74,USD/Thousand Cubic Feet,8/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,9.64,USD/Thousand Cubic Feet,9/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Commercial Price,,,1.71,USD/Thousand Cubic Feet,10/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,5.48,USD/Thousand Cubic Feet,1/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,2.86,USD/Thousand Cubic Feet,2/28/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,1.02,USD/Thousand Cubic Feet,3/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,5.9,USD/Thousand Cubic Feet,4/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,4.81,USD/Thousand Cubic Feet,5/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,7.78,USD/Thousand Cubic Feet,6/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,6.76,USD/Thousand Cubic Feet,7/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,3.67,USD/Thousand Cubic Feet,8/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,4.75,USD/Thousand Cubic Feet,9/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Industrial Price,,,9.04,USD/Thousand Cubic Feet,10/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,5.87,USD/MMBtu,1/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,9.67,USD/MMBtu,2/28/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,6.69,USD/MMBtu,3/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,6.8,USD/MMBtu,4/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,9.8,USD/MMBtu,5/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,4.97,USD/MMBtu,6/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,2.83,USD/MMBtu,7/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,7.96,USD/MMBtu,8/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,4,USD/MMBtu,9/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,2.28,USD/MMBtu,10/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,4.09,USD/MMBtu,11/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Spot Price,,,9.04,USD/MMBtu,12/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,8.91,USD/MMBtu,1/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,8.43,USD/MMBtu,2/28/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,8.17,USD/MMBtu,3/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,6.49,USD/MMBtu,4/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,3.4,USD/MMBtu,5/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,1.57,USD/MMBtu,6/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,2.99,USD/MMBtu,7/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,8.18,USD/MMBtu,8/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,94.46,USD/MMBtu,9/30/18,Americas,Northern America,United States,U.S. Energy Information Administration
Natural Gas,Liquid Composite Price,,,3.11,USD/MMBtu,10/31/18,Americas,Northern America,United States,U.S. Energy Information Administration
Non-Mobile Gamers,Market Size,,,43200370,People,12/31/15,Asia,Southern Asia,India,FICCI and EY
Non-Mobile Gamers,Market Size,,,39510250,People,12/31/16,Asia,Southern Asia,India,FICCI and EY
Non-Mobile Gamers,Market Size,,,94318550,People,12/31/17,Asia,Southern Asia,India,FICCI and EY
Non-Mobile Gamers,Market Size,,,35068370,People,12/31/18,Asia,Southern Asia,India,FICCI and EY
Non-Mobile Gamers,Market Size,,,29923140,People,12/31/19,Asia,Southern Asia,India,FICCI and EY
Non-Mobile Gamers,Market Size,,,17688930,People,12/31/20,Asia,Southern Asia,India,FICCI and EY
Oil and Gas,Imports,65844352000,United States Dollar,,,3/31/18,Asia,Southern Asia,India,India Brand Equity Foundation
Oil and Gas,Imports,25903866770,United States Dollar,,,3/31/17,Asia,Southern Asia,India,India Brand Equity Foundation
Online Gaming,Market Size,49645958080,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
Online Gaming,Market Size,29261990250,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
Online Gaming,Market Size,2696556120,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Online Retail,Revenue,57190338570,United States Dollar,,,12/31/15,Asia,Southern Asia,India,India Brand Equity Foundation
Online Retail,Revenue,80607315130,United States Dollar,,,12/31/16,Asia,Southern Asia,India,India Brand Equity Foundation
Online Retail,Revenue,18036061340,United States Dollar,,,12/31/17,Asia,Southern Asia,India,India Brand Equity Foundation
Online Retail,Revenue,36458435320,United States Dollar,,,12/31/20,Asia,Southern Asia,India,India Brand Equity Foundation
Online Travel Booking,Market Size,7.32E+11,United States Dollar,,,12/31/17,,,, Zion Market Research
Online Travel Booking,Market Size,1.62E+12,United States Dollar,,,12/31/26,,,, Zion Market Research
Online Travel Booking,Revenue,2.97E+11,United States Dollar,,,12/31/16,,,,Statista
Organic Food,Market Size,8792272530,United States Dollar,,,12/31/19,Asia,Southern Asia,India,TechSci Research
Organic Food,Market Size,1431441360,United States Dollar,,,12/31/20,Asia,Southern Asia,India,TechSci Research
OTR Tire,Market Size,,,34694400,Units,12/31/23,Asia,Southern Asia,India,Techsci Research
OTR Tire,Market Size,,,1018370,Units,12/31/17,Asia,Southern Asia,India,Techsci Research
Out Of Home Media,Market Size,18956871520,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
Out Of Home Media,Market Size,41233265450,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
Out Of Home Media,Market Size,13143081700,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Overseas Theatricals,Revenue,5747663760,Indian rupee,,,12/31/16,Asia,Southern Asia,India,FICCI and EY
Overseas Theatricals,Revenue,64770708460,Indian rupee,,,12/31/17,Asia,Southern Asia,India,FICCI and EY
Overseas Theatricals,Revenue,93318726360,Indian rupee,,,12/31/20,Asia,Southern Asia,India,FICCI and EY
Paints and Coatings,Market Size,,,59867.44,Kilo Metric Ton,12/31/18,Americas,Northern America,,Mordor Intelligence
Paints and Coatings,Revenue,20686283850,United States Dollar,,,12/31/18,Americas,Northern America,,Mordor Intelligence
Paints and Coatings,Market Size,,,22984.35,Kilo Metric Ton,12/31/23,Americas,Northern America,,Mordor Intelligence
Paints and Coatings,Revenue,41182719240,United States Dollar,,,12/31/23,Americas,Northern America,,Mordor Intelligence
Paints and Coatings,Market Size,73677098830,United States Dollar,,,12/31/17,,,,Prescient and Strategic Intelligence
Paints and Coatings,Market Size,7.77E+11,United States Dollar,,,12/31/23,,,,Prescient and Strategic Intelligence
Paints and Coatings,Market Size,6085911690,United States Dollar,,,12/31/24,Europe,,,PR Newswire
Paints and Coatings,Market Size,8.79E+11,United States Dollar,,,12/31/16,,,,TechSci Research
Paints and Coatings,Market Size,1.46E+11,United States Dollar,,,12/31/22,,,,TechSci Research
Paints and Coatings,Market Size,5.66E+11,United States Dollar,,,12/31/25,,,,Grand View Research
Paints and Coatings,Revenue,8.33E+11,United States Dollar,,,12/31/19,,,,Transparency Market Research
Personal Care,Market Size,7.76E+11,United States Dollar,,,12/31/16,Americas,Northern America,United States,Grand View Research
Personal Care,Revenue,67098334110,United States Dollar,,,12/31/17,Americas,Northern America,United States,Statista
Personal Care,Revenue,72380242770,United States Dollar,,,12/31/18,Americas,Northern America,United States,Statista
Personal Care,Revenue,30773786860,United States Dollar,,,12/31/19,Americas,Northern America,United States,Statista
Personal Care,Revenue,75768667770,United States Dollar,,,12/31/20,Americas,Northern America,United States,Statista
Personal Care,Revenue,45515285370,United States Dollar,,,12/31/21,Americas,Northern America,United States,Statista
Personal Care,Revenue,61508307450,United States Dollar,,,12/31/22,Americas,Northern America,United States,Statista
Personal Care,Revenue,31325953270,United States Dollar,,,12/31/23,Americas,Northern America,United States,Statista
Pharmaceutical,Market Size,42176816920,United States Dollar,,,12/31/17,Asia,Southern Asia,India,IBEF
Pharmaceutical,Exports,28230990200,United States Dollar,,,3/31/18,Asia,Southern Asia,India,India Brand Equity Foundation
Pharmaceutical,Exports,5828963840,United States Dollar,,,3/31/19,Asia,Southern Asia,India,India Brand Equity Foundation
Pharmaceutical,Market Size,76073316170,United States Dollar,,,12/31/19,Asia,Southern Asia,India,TechSci Research
Pharmaceutical,Market Size,74001425840,United States Dollar,,,12/31/20,Asia,Southern Asia,India,TechSci Research
Pharmaceutical,Exports,60874317290,United States Dollar,,,12/31/20,Asia,Southern Asia,India,TechSci Research
Pharmaceutical,Market Size,8.18E+11,United States Dollar,,,12/31/17,,,,MarketResearch.com
Pharmaceutical,Market Size,3.05E+12,United States Dollar,,,12/31/21,,,,MarketResearch.com
Pharmaceutical,Market Size,4.15E+11,United States Dollar,,,12/31/25,Asia,Southern Asia,India,Business Alligators
Pharmaceutical,Market Size,21893060560,United States Dollar,,,12/31/13,Asia,Southern Asia,India,India Brand Equity Foundation
Pharmaceutical,Market Size,48437111280,United States Dollar,,,12/31/15,Asia,Southern Asia,India,India Brand Equity Foundation
Pharmaceutical,Exports,16317044870,United States Dollar,,,3/31/17,Asia,Southern Asia,India,IBEF
